id,phase,repeat,S_mv,D_mv,E,D,I,V,S_real,E_real,BPM,mp3_path
55,3,7,2,2,0.5,0.49999999999999994,0.08680555555555557,5.379759025812898e-05,0.46875,0.005601457971629208,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0055.mp3
56,3,0,0,1,1.0,0.471875,0.07427300347222222,0.0001762937820454052,0.490625,0.009859665319003137,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0056.mp3
57,3,4,0,1,1.0,0.40625,0.048828125,0.00018511216765391012,0.45,0.010199450946364132,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0057.mp3
58,3,0,0,2,0.5,0.565625,0.1198459201388889,4.75645619483671e-05,0.521875,0.0059901332655043675,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0058.mp3
59,3,7,0,1,1.0,0.40625,0.048828125,0.00018966203975077543,0.5031249999999999,0.009826620272535789,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0059.mp3
60,1,7,0,1,0.0,0.40625,0.048828125,0.0,0.54375,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0060.mp3
61,3,3,0,2,0.5,0.546875,0.10986328125,4.8442989922982224e-05,0.446875,0.005657620533024786,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0061.mp3
62,3,1,2,0,0.0,0.22812500000000002,0.006564670138888888,0.0,0.478125,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0062.mp3
63,3,2,1,0,0.5,0.20937499999999998,0.00439453125,3.0358503533793908e-05,0.515625,0.0036053291870310846,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0063.mp3
64,3,0,2,1,0.5,0.425,0.05555555555555556,2.2220801409840014e-05,0.56875,0.003272527991969491,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0064.mp3
65,3,5,0,2,0.0,0.5375,0.10503472222222221,0.0,0.46875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0065.mp3
66,2,5,1,1,0.5,0.40625,0.048828125,3.311597886926998e-05,0.45,0.00403088872447291,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0066.mp3
67,3,3,0,2,1.0,0.5375,0.10503472222222221,0.00017029991270939488,0.44999999999999996,0.010826494032189984,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0067.mp3
68,3,6,2,0,0.5,0.190625,0.0026584201388888886,2.3246461655800936e-05,0.421875,0.0032712720131366363,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0068.mp3
69,3,5,2,2,0.5,0.528125,0.10031467013888888,4.956975290141972e-05,0.5,0.005249232646519299,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0069.mp3
70,3,4,1,0,0.5,0.2,0.003472222222222222,3.6702390027115356e-05,0.428125,0.004076060548049207,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0070.mp3
71,3,2,1,2,0.0,0.48124999999999996,0.0783420138888889,0.0,0.49375,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0071.mp3
72,1,4,2,1,0.0,0.43437499999999996,0.05908203125,0.0,0.478125,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0072.mp3
73,3,4,2,0,0.5,0.25625,0.010633680555555558,5.994601107479175e-05,0.42500000000000004,0.00600081074448295,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0073.mp3
74,3,1,1,1,1.0,0.359375,0.03390842013888889,0.00029545732316420633,0.484375,0.012529210994805091,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0074.mp3
75,2,1,1,1,0.5,0.38749999999999996,0.04253472222222223,2.1791596081945175e-05,0.525,0.003460328725534527,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0075.mp3
76,1,0,1,1,0.0,0.35,0.03125,0.0,0.5406249999999999,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0076.mp3
77,3,7,1,1,0.5,0.36874999999999997,0.03667534722222222,5.247970300281878e-05,0.5531250000000001,0.005280993313990446,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0077.mp3
78,3,2,1,1,1.0,0.425,0.05555555555555556,0.0002731505028057074,0.54375,0.011156796821195167,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0078.mp3
79,2,1,1,1,0.0,0.35,0.03125,0.0,0.5718749999999999,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0079.mp3
80,3,6,1,0,0.5,0.27499999999999997,0.01388888888888889,5.008412103172978e-05,0.49375,0.0055705340289342944,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0080.mp3
81,2,5,1,1,0.0,0.36874999999999997,0.03667534722222222,0.0,0.5062500000000001,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0081.mp3
82,3,1,2,2,0.0,0.490625,0.08251953125,0.0,0.459375,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0082.mp3
83,3,7,0,1,0.0,0.378125,0.03955078125,0.0,0.50625,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0083.mp3
84,3,5,1,2,0.5,0.48124999999999996,0.0783420138888889,5.1985265402251545e-05,0.453125,0.005508752981709628,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0084.mp3
85,3,5,1,1,0.0,0.35,0.03125,0.0,0.55625,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0085.mp3
86,3,6,1,1,0.5,0.359375,0.03390842013888889,5.40597226983561e-05,0.48750000000000004,0.0055134774802285,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0086.mp3
87,1,1,1,1,0.0,0.36874999999999997,0.03667534722222222,0.0,0.48750000000000004,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0087.mp3
88,3,5,1,0,0.5,0.284375,0.015679253472222224,7.114060815839602e-05,0.49375,0.005860612378458749,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0088.mp3
89,3,3,0,0,0.5,0.2375,0.0078125,5.9355382080292654e-05,0.4375,0.0057196734501846445,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0089.mp3
90,3,0,1,2,0.0,0.471875,0.07427300347222222,0.0,0.528125,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0090.mp3
91,3,6,2,0,0.0,0.22812500000000002,0.006564670138888888,0.0,0.409375,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0091.mp3
92,3,2,1,2,1.0,0.55625,0.11480034722222222,0.00029719990068023655,0.53125,0.01291161986263177,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0092.mp3
93,1,4,0,1,0.0,0.359375,0.03390842013888889,0.0,0.478125,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0093.mp3
94,3,2,0,2,0.0,0.565625,0.1198459201388889,0.0,0.46562499999999996,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0094.mp3
95,3,0,1,2,1.0,0.509375,0.09120008680555557,0.00023899700650951736,0.496875,0.01074972935800834,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0095.mp3
96,3,3,0,0,1.0,0.284375,0.015679253472222224,8.368099698188122e-05,0.4312500000000001,0.006194048762811969,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0096.mp3
97,3,3,1,1,0.0,0.359375,0.03390842013888889,0.0,0.521875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0097.mp3
98,3,6,0,1,1.0,0.40625,0.048828125,0.0002245247529176171,0.47500000000000003,0.01444672993401758,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0098.mp3
99,3,3,1,1,0.5,0.36874999999999997,0.03667534722222222,5.117509682633323e-05,0.50625,0.005252192385146678,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0099.mp3
100,3,4,1,0,1.0,0.25625,0.010633680555555558,0.00019897684301151543,0.51875,0.01007178232587077,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0100.mp3
101,3,0,0,1,0.0,0.396875,0.04562717013888889,0.0,0.475,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0101.mp3
102,3,0,1,1,0.0,0.40625,0.048828125,0.0,0.528125,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0102.mp3
103,3,3,2,2,1.0,0.49999999999999994,0.08680555555555557,0.0002986736160839495,0.45625,0.012453354050279234,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0103.mp3
104,3,6,0,2,1.0,0.584375,0.13026258680555555,0.00029499151956360816,0.49999999999999994,0.013051029603983062,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0104.mp3
105,3,3,1,0,0.5,0.303125,0.019585503472222224,4.8425802620359116e-05,0.515625,0.00448136258810007,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0105.mp3
106,3,0,0,2,1.0,0.5375,0.10503472222222221,0.00016062076838350986,0.46562499999999996,0.010215719589827109,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0106.mp3
107,2,3,1,1,0.0,0.41562499999999997,0.05213758680555555,0.0,0.48125,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0107.mp3
108,3,2,1,2,0.5,0.49999999999999994,0.08680555555555557,5.238791633775001e-05,0.490625,0.005257234684084462,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0108.mp3
109,3,0,0,0,0.5,0.284375,0.015679253472222224,4.697147754577033e-05,0.5281250000000001,0.00500814813500049,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0109.mp3
110,1,0,0,1,0.0,0.378125,0.03955078125,0.0,0.484375,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0110.mp3
111,3,2,2,1,1.0,0.396875,0.04562717013888889,0.0002105653562439051,0.48750000000000004,0.010791926841139523,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0111.mp3
112,1,2,0,1,0.0,0.396875,0.04562717013888889,0.0,0.4875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0112.mp3
113,3,4,0,2,0.5,0.528125,0.10031467013888888,5.611314987604355e-05,0.42812500000000003,0.00646898096110853,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0113.mp3
114,2,0,1,1,0.5,0.43437499999999996,0.05908203125,4.394450428461179e-05,0.453125,0.005185742197906399,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0114.mp3
115,3,4,0,0,1.0,0.265625,0.01220703125,0.00020764963478018788,0.43125,0.01090409461789337,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0115.mp3
116,3,1,0,1,0.5,0.396875,0.04562717013888889,4.336589841526929e-05,0.45,0.005890159257005407,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0116.mp3
117,3,3,1,2,0.5,0.528125,0.10031467013888888,5.779761468138061e-05,0.546875,0.005894844427992521,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0117.mp3
118,3,4,1,0,0.0,0.246875,0.009168836805555554,0.0,0.5125000000000001,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0118.mp3
119,3,0,0,0,0.0,0.22812500000000002,0.006564670138888888,0.0,0.54375,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0119.mp3
120,3,4,1,1,0.5,0.36874999999999997,0.03667534722222222,4.1860643765050405e-05,0.5,0.004900618607402156,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0120.mp3
121,3,7,0,0,0.0,0.18125000000000002,0.001953125,0.0,0.453125,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0121.mp3
122,3,7,1,0,0.5,0.265625,0.01220703125,7.292576996957712e-05,0.47187500000000004,0.007095131756536114,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0122.mp3
123,3,2,0,0,1.0,0.25625,0.010633680555555558,0.00011386076323746876,0.421875,0.007145223024984583,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0123.mp3
124,3,4,0,0,0.0,0.246875,0.009168836805555554,0.0,0.446875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0124.mp3
125,3,1,1,2,1.0,0.49999999999999994,0.08680555555555557,0.00011635495207343323,0.55,0.008231412909838774,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0125.mp3
126,3,6,0,1,0.5,0.41562499999999997,0.05213758680555555,4.6622618825141556e-05,0.421875,0.005512820603920047,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0126.mp3
127,2,4,1,1,0.0,0.36874999999999997,0.03667534722222222,0.0,0.49062500000000003,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0127.mp3
128,3,2,2,0,1.0,0.2375,0.0078125,0.00014482401305753964,0.475,0.008555765513735587,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0128.mp3
129,3,2,0,2,0.5,0.528125,0.10031467013888888,4.9364920576193424e-05,0.42812500000000003,0.005090215567871881,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0129.mp3
130,3,1,2,0,1.0,0.265625,0.01220703125,0.0002917968756742249,0.3875,0.011562414769256466,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0130.mp3
131,3,0,1,0,0.0,0.2375,0.0078125,0.0,0.4625,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0131.mp3
132,3,2,2,2,1.0,0.453125,0.06646050347222222,0.0002451082055315817,0.44999999999999996,0.013696680667153774,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0132.mp3
133,3,1,1,2,0.0,0.546875,0.10986328125,0.0,0.4625,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0133.mp3
134,3,0,1,0,0.5,0.2375,0.0078125,3.107973979683131e-05,0.4906250000000001,0.003537924539876204,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0134.mp3
135,3,7,2,0,0.5,0.27499999999999997,0.01388888888888889,3.3662220787161723e-05,0.49374999999999997,0.0037431051154685536,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0135.mp3
136,3,3,1,2,1.0,0.49999999999999994,0.08680555555555557,0.0002576985724477316,0.46562499999999996,0.012003490284363462,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0136.mp3
137,3,3,0,1,1.0,0.38749999999999996,0.04253472222222223,0.00014395620234201095,0.4593750000000001,0.008933474598616585,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0137.mp3
138,3,7,2,2,0.0,0.528125,0.10031467013888888,0.0,0.46875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0138.mp3
139,2,7,1,1,0.5,0.378125,0.03955078125,5.244412447891986e-05,0.48750000000000004,0.005482804501090592,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0139.mp3
140,3,1,2,1,1.0,0.38749999999999996,0.04253472222222223,0.0003096478515207777,0.5125000000000001,0.013749921235120775,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0140.mp3
141,1,5,1,1,0.0,0.34062499999999996,0.028700086805555556,0.0,0.496875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0141.mp3
142,3,1,1,1,0.5,0.396875,0.04562717013888889,7.888396611888124e-05,0.51875,0.007207565352360127,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0142.mp3
143,3,4,2,1,0.0,0.378125,0.03955078125,0.0,0.51875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0143.mp3
144,1,5,0,1,0.0,0.35,0.03125,0.0,0.446875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0144.mp3
145,3,5,0,1,0.5,0.43437499999999996,0.05908203125,8.729232145034821e-05,0.4625,0.006658037285232009,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0145.mp3
146,3,5,2,0,0.0,0.20937499999999998,0.00439453125,0.0,0.459375,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0146.mp3
147,3,3,1,2,0.0,0.471875,0.07427300347222222,0.0,0.5218750000000001,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0147.mp3
148,3,5,2,0,0.5,0.21875,0.005425347222222221,6.0904474274040056e-05,0.46562499999999996,0.0062639556118997824,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0148.mp3
149,3,0,2,0,0.5,0.21875,0.005425347222222221,3.703415444984007e-05,0.44375,0.0046942115926802445,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0149.mp3
150,3,0,2,0,0.0,0.27499999999999997,0.01388888888888889,0.0,0.45,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0150.mp3
151,3,7,2,0,1.0,0.20937499999999998,0.00439453125,0.00016342771793620794,0.4937500000000001,0.009831338769377727,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0151.mp3
152,3,6,0,1,0.0,0.35,0.03125,0.0,0.45625000000000004,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0152.mp3
153,3,7,2,1,0.5,0.359375,0.03390842013888889,6.166756072322873e-05,0.4875,0.006073027064295776,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0153.mp3
154,3,7,0,2,1.0,0.5375,0.10503472222222221,0.0002120643530691227,0.4375,0.013055667172573721,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0154.mp3
155,3,0,2,1,1.0,0.34062499999999996,0.028700086805555556,0.0001983607550210128,0.509375,0.009521305119705172,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0155.mp3
156,3,2,0,2,1.0,0.59375,0.13563368055555555,0.00018769994313868094,0.49374999999999997,0.010912851080084112,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0156.mp3
157,3,3,0,1,0.5,0.36874999999999997,0.03667534722222222,3.4036958418004686e-05,0.4625,0.005527583886334561,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0157.mp3
158,3,3,1,0,0.0,0.21875,0.005425347222222221,0.0,0.5,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0158.mp3
159,2,5,1,1,1.0,0.40625,0.048828125,0.00023528521383818003,0.534375,0.01124579305174092,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0159.mp3
160,3,7,0,2,0.0,0.5750000000000001,0.125,0.0,0.48749999999999993,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0160.mp3
161,3,2,0,1,1.0,0.36874999999999997,0.03667534722222222,0.00012508426378222309,0.465625,0.008110961828889837,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0161.mp3
162,1,2,2,1,0.0,0.40625,0.048828125,0.0,0.428125,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0162.mp3
163,3,7,1,2,1.0,0.509375,0.09120008680555557,0.000191437420878586,0.5249999999999999,0.009938106245309221,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0163.mp3
164,3,7,0,1,0.5,0.34062499999999996,0.028700086805555556,4.814097934592386e-05,0.45625000000000004,0.005898905152065639,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0164.mp3
165,3,4,2,0,1.0,0.246875,0.009168836805555554,0.00019119983211264606,0.478125,0.009580310347732416,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0165.mp3
166,3,7,0,2,0.5,0.51875,0.095703125,4.5455897801367454e-05,0.41875,0.00525665879117932,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0166.mp3
167,3,1,0,1,0.0,0.33125,0.026258680555555552,0.0,0.40937500000000004,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0167.mp3
168,3,4,1,2,0.5,0.453125,0.06646050347222222,5.334639963684585e-05,0.5375,0.005447936116229269,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0168.mp3
169,1,5,2,1,0.0,0.36874999999999997,0.03667534722222222,0.0,0.446875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0169.mp3
170,3,7,1,1,0.0,0.38749999999999996,0.04253472222222223,0.0,0.47812499999999997,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0170.mp3
171,3,5,0,1,1.0,0.359375,0.03390842013888889,0.0002455101068187887,0.39375000000000004,0.011734568804016885,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0171.mp3
172,3,1,2,1,0.5,0.36874999999999997,0.03667534722222222,6.237396011614523e-05,0.478125,0.005851372932542818,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0172.mp3
173,3,1,0,0,1.0,0.22812500000000002,0.006564670138888888,0.00010507251296842353,0.509375,0.006942137349140187,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0173.mp3
174,3,3,2,2,0.0,0.5375,0.10503472222222221,0.0,0.459375,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0174.mp3
